SentPair1,SentPai2,SentPair3,SentPair4,Best,Worst
"['يمكننا أن نكون أناسا يعيشون حياتهمممتنين.', 'حياة مليئة بالشكر  هذا هوالمراد']","['إذن, هذا يبدو مجنونا,صحيح؟', 'هل تريدون رؤيتها؟']","['المثال الأخير الذي أرغب بتقديمه لكم.', 'هذه هيخارطة بحيرة سوب، واشنطون']","['طاولة المستشفى هذه تكلف 10،000 دولار، 10 أضعاف العادية.', 'لكن المستشفيات تشتريها أسرع منأي طراز آخر']",4,2
"['أعرفه جيدا. ليس من الضروري أن يكونشيئا قمت بسمعه.', 'يمكن أن تشعر به فيالحقيقة، أو تجربه كشيء مرئي، أو حتىكفكرة.']","['لم أستطع العودة إلى بيت صديقي جيف لقضاء الليلةعنده لأنني كنت ذاهب  اوروبا وكنت أحتاج لجواز سفريوحقيبتي.', 'وجدت صخرة كبيرة واستعملتها لتحطيمنافذة القبو قمت بإزالة قطع الزجاج المكسور وزحفت منخلالها وجدت قطعة من الورق المقوى واستعملتها لتغطيةالفتحة.']","['نحن مهتمون بشاشات العرض الكبيرة.', 'أنتم لستمجزءًا من خطتنا الإستراتيجية']","['انت مدعو لمؤتمرات وسائل الاعلام.', 'اعطهم الاجهزةوقم بقياس مدى معرفتهم']",2,3
"['وإلا كيف لك أن تتذكر؟', 'ولكن الطامةالكبرى  لم تكن هنالك']","['وجراء ذلك رسمت المخططات .. مخططات فينمان', 'ولكن المشكلة كانت ان مخططات فينمان كانت صعبةومعقدة']","['على سبيل المثاال: لا يمكن لأي شخص إصدار نغمتينفي الوقت نفسه', 'يمكنك الغناء بصوتين مختلفين وهذاما يستطيع فعله الرهبان']","['والانزيميات هي السر .. انها المكون الذي يجلبالنكهة', 'فهي تعمل على تحرير السكر المرتبط بنشاءالطعام']",2,1
"['بعضها واضح والبعض منها ليس واضحاتماماً', 'سأبدأ بتلك الواضحة']","['هناك تكهنات بأنّ حتى إبراهام لينكلن كان لديه تضخمبالأطراف.', 'كل شخص كان طويلا بشكل غريب، يكونهذا التفسير الأول الذي يخطر ببالنا']","['اتعتقد ان فقدان يد واحدة شئ سيئ؟', 'هذا لايليقمقارنة بفقدان كلتا اليدين']","['كنا في طريق ل-40 .وصلنا الى المخرج .', 'أخذناالمخرج  بدأنا البحث عن مطعم']",4,2
"['هذه معركتكم، يا قادة الأعمال.', 'إن المعركةالحقيقية ليست ضد المنافسين']","['الزوجة : هاك الوشاح المطوي ثمان مرات', 'الزوج   حسناً هذا هو وشاح القطن']","['أشعر بفرح غامر. كلما نقرت مفتاح المصباح،', 'كنتممتنا، كان ذلك يجعلني سعيدا']","['بعض الناس ينجرفون', 'آخرون كسالى ويرتكبوناخطاء']",2,3
"['هذا الاعوجاج.', 'هذه السحابة النقطية']","['وأنا الطفلة الوسطى من بين 11 طفلًا', 'انتقل والديّمن ليبيا في شمال افريقيا لكندا في أوائل سنة 1980']","['هذا هو ما إعتقدناه هو الطبيعي.', 'هذا هو ما ندعوهبهرم الكتلة الحيوية']","['و نسينا مسؤولياتهم و التي كانت التكلفة الأولى.', 'العاقبة الثانية أننا أهملناكم أنتم كبشر']",4,2
"['تكشف بيانات كبلر أحجام الكواكب وكذلكبُعدها عن النجم الأم لكل منها.', 'تساعدناهذه البيانات مجتمعة على فهم ما إذا كانتهذه الكواكب صغيرة وصخرية.']","['ولكن السؤال المتبقي كان "" كيف؟ ""', 'أعني كيف منالممكن حدوث هذا؟']","['كلنا نريد إثباتات على أن حياتنا لها مغزى.', 'ولا شيءأكثر يقوم بالإثبات من حين نرتبط عبر القصص']","['يمكنني النظر إليها من عدة وجهات وزوايا', 'ما نحاولفعله هو بناء علم إفتراضي']",1,4
"['رجال المبيعات كانوا طلبة من مختبري.', 'كانوا يلبسون بشكل مختلف وكانواأشخاصا مختلفين']","['تعتبرون السماعات الخاصة بي وأيضاً مضخماتالصوت.', 'وهكذا، تعلمت على سبيل المثال...']","['سبب الوفاة الأوّل على هذا الكوكب بين البشر هي المياهالسيئة النوعيّة.', 'إنّها ما بين 60 و 85000 شخصيوميا']","['وفي ذلك الوقت، كان الصوت يميل وهذا إذهلنيكثيراً..', 'لم يكن هناك وجود للفنون المرئية، كان كل شيءمسموعاً.']",4,2
"['في جميع أنحاء العالم إختلطت المناخات.', 'و الفقراء هم الذين تأثروا بصورة أسوأ']","['ومؤخراً كنا أكثر تطوراً ونحن لدينا نظام ألوان ثلاثي.', 'ونحن نستطيع وضع علامة لكل نملة بمفردها لنتمكن منمعرفة كل نملة']","['يجب عليك العمل بيديك', 'يجب أن تمتلك كرامة العمل']","['يوجد في المخ منطقة تعرف بالحُصين.', 'يعتبر الحُصيْنجزءا من المخ والذي يتسع لدى سائقي سيارات الأجرةفي لندن']",3,2
"['والأن سأخبركم كيف قمت بتأليف هذهالقصة', 'قمت بالتفكير بأنه يجب جلبهاللمنزل أولاً']","['بينما كنا ننتشر حول العالم، طورنا آلاف اللغاتالمختلفة.', 'حالياً، هناك مايقارب 8 000 لغة مختلفةمنطوقة على الأرض']","['نحن نصرف الآن حوالي 750 إلى 800 مليونسنويا.', 'هذه هي تكلفة الوصول إلى 500 مليون طفل']","['وكان سيكون عبارة عن نظرة في المطبخ.', 'وكنت مُثاراًبشدة حول هذا  وكنت سأتحدث']",2,4
"['في الواقع اتخاذ القرارات الماليةوالإجتماعية-- أى نوع من القرارات يمكن أنيستفيد من التقييم العقلاني للحقائق', 'لنفترض أنك ذهبت للطبيب وقال لك ""حصلتعلى نتائج التحليل ويظهر ارتفاعا في نسبةالكولسترول"".']","['تبيَن كيف للملاحظة, الفضول و الغريزة تعمل لتشكلفنا مذهلا', 'التصميم الصناعي هو الشكل الفني للقرنالواحد والعشرين']","['لماذا لا نستطيع تغيير السياسين؟', 'لماذا لا نطالبهمبذلك؟']","['هذا التحرك هو تحرك لا إرادي بشكل كامل', 'فالحيوانهنا كما هو مفترض لا يتحكم بساقيه']",2,3
"['معربا سعادته بمشاركة المغرب', 'كاول بلدافريقي شريك للمعرض يحتفل بالذكرىالتسعين']","['ولذلك اعتقدنا بأنه من الممكن أن تكون هناك طريقةأفضل للحصول على وقود بديل.', 'لقد أردنا أن نصنعوقود مستخرج من شيء ما متوفر على المستوى المحلي']","['الثغرات تسمح بالنفاذ باعتبار التشريع المدخلالاساسي لوقف نزيف الضرائب', 'حققت بورصة دبيللذهب والسلع نتائج قوية']","['أنت بحاجة إلى التدريب، وأنا سأساعدك.', 'لكن كفيعن حزم أمتعتك']",2,3
"['أتلفنا قرابة 50 من هذه المغنطيسات', 'الآنهذا أكثر عجبا إذا علمتم أن المغنطيسات تزنأكثر من 20 طن وقد تحركوا قرابة القدم.']","['""وقلت لفريقي ""لنخرج من هنا""', 'وقفنا وخرجنا منهناك']","[' صدمة، اضطراب ما بعد الصدمة،', 'أنه كان شيئاًموجود لا يتحدث عنه أحد']","['لذا فنحن نعتقد أنه يمكننا توسعة أو تضييق الجينوم،.', 'الطريق الوحيد لإثبات هذه الأفكار كانت ببناءكروموسومات إصطناعية تشمل هذه الجينات']",1,3
"['لذا فأرجو منكم أن تنضموا إلي في دقيقةصمت', 'حسنا، لقد غششت، بالكاد هي 20 ثانية']","['لست عالمة في المناخ أنا عالمة فلك.', 'نحن عند نقطةتحول في تاريخ الإنسانية، تأرجح البشرية بين كسبالنجوم وفقدان الكوكب الذي نسميه الوطن.']","['أنا لست طبيب', 'أنا مؤرخ للطب']","['مجددا، للجمهوريين هنا، هذا لا يجب أن يشكلانقساما.', 'لديكم نفوذ أكثر من بعض الديمقراطيينمنا']",3,2
"['قمنا بفتح مركز تعليم للنساء.', 'فتحناالعيادات بشكل مستمرٍّ']","['أنهم يشاهدون الكبار. أنهم يجسدون سلوكهم.', 'هؤلاءالكبار، يعملون في مجالاتهم']","['فقلت: ""هل تصلي؟""', 'ولم يقولوا شيئا']","['السيد خاراي والذي هو شخص معاق جسديا ويبلغطوله قدم ونصف فقط', 'طور كرسي المقعدين بصورة ماتمكنه من الانتصاب والتحرك بكل حرية ومرونة']",2,3
