SentPair1,SentPair2,SentPair3,SemPair4,Best,Worst
"['كيما حبيتي', 'مالة عيطلنا']","['حل حل تشوف أسنا أپرامون فاها تيتر', 'وشحاب دير آ وليد لازملك الپاسيونس شوي']","['مالا موراها تسمى نميمة هكا', 'عجبني واحدالمساك راحة نديه']","['حتى ديت الباك و عطاوني الورقة اللي باش نخير وشفت الحوايج لي نقدر نديرهم و حطيتها هي لپرومييشوا تاعي', 'على بالك أصلا لخرين ماكاش عندي عليهمفكرة پارايڤزومپل كونتابيليتي، قلت ايا ندير انفورماتيك والعمال على ربي']",2,1
"['نجيب الدوا', 'ماراهيش محلولة']","['وعلاش واش معنتها', 'العقلية الخاسرة هاديا']","['و بقدرة ربي ﻟﭭﻴﺖ في الغلاف تيعه لادراس تاع اللينشر الكتاب بعتله برية باه ندومندي الزيادة بعتوا ليوش حبيت', 'رحت للسونتر الإسلامي و شهدت و بدلتاسمي كيما اسمك خاطرماكش أدي مزيتك بعد ربيسبحانه و درك نجي لمكة نحج نشا الله']","['شحال راهي الساعة', 'درك راهي العشرة']",4,2
"['وي داكور حسبت راكي تهدري على لي جونتاعنا', 'هادوك مساكن عايشين وخلاص  المهم مايولوش لهنا']","['ايه التون بلاك', 'اﻟﺸﻴﭙﺲ ماشي مليح']","['أم بداو فيه و نورمال', 'و خدمو بيه و نورمال']","['او موان تكون حاجات متنوعة', 'مي يلزم الكتيبة تكونستاندار']",3,2
"['من وقتاه', 'من اليوم']","['وين كان مخبي الحقد و الكره أدا كل', 'مابقاتش فيها رحمة ﻟڤل لهب أدي']","['لالا راهي نورمال', 'الحمد لله شبعت']","['بتلاتين ربعين أم كاين وحايد الروايح صغار خلاه ﭬﺪهك', 'نسيت المركة تحم وش أسمها أي معروفة خلاه فيفرانسا']",3,4
"['بالصح الواحد مايكرهش منه على خاطر معمربالحكايات', 'شوفوا پاريكزومپل هدا السيت فيويكيبيديا على الدارجة نتاعنا']","['آه', 'والله']","['أنا قلت له قبل الطفلة ما تقراش', 'قالت له واش راحنقول لك تسمى عييت']","['والله ضحكتيني خلاه', 'ما تقرايش اليوم']",1,2
"['كان هاز في يده بيكورة تاع البنج مديتله يدي', 'رحت للوفتالمولوﭪ باه ندير ڢيزيتا و علاجال نواضر']","['خويا رانا معاك', 'شوكتنا لحمنا يعطيك الصحة']","['نو لازم لازم يكون عندك تام ما كان حتى حاجة', 'دوك راني بديت في دومان باينة راح نكمل فيه']","['ماكانهاش صح والله ما كاينها', 'يهوا أي ما كاملةمحسوب']",2,3
"['راسي', 'شربتها']","['نحبك ام ولييد ربي يحفظك لينا', 'حبيبتي اموليد انا نموت عليك']","['كي نخدموهم خير من اﻟﭙﻮرتابل مرة كاين كردي ومرة لالا', 'بصح أنا ما فهمتش كيفاش حنا نسكنو هناو نشكيو لهيك']","['تشوفيه ما تعرفيهوش و صوابعو مقصوصين', 'ياه وكيفماه باينين صوابعو مقصوصين']",2,1
"['واش راه وليدك ريح شوية', 'إيه خير من اللي كان']","['تعمرت آه ما عنديش بلاصة ياسر سينون انيسجلت أكتر من هك', 'مالا تاع صوتي خليه ماتنحيهش كيفاه جاي صوتي مليح ولا لا']","['لازم المنام تاعك يكون صحيح يا وليدي', 'غير المناماللي باطل في هاد البلاد']","['عادو الناس يتباكاو بديت نهدر من قلبي تقول نهديفالناس', 'بكيت الناس كامل سكتو تخلعت في روحيتقول كنت ننوم']",4,2
"['خرجت حففت طلعت للدار خلاص النهار', 'راسييوجع بالصح ما رانيش حاب نرقد']","['وعلاه شكون ﭬﻠﻚ أني خايفة', 'والله بديت نقلقمنو أدا']","['نعطيك عينيا معاهم', 'خلي عينيك لمرتك']","['مالا تحكمهم تاع الخميس', 'لا بالخميس رايحةللعرس']",4,2
"['مالتمنية لطناش عندنا ربع مواد و من الوحدة ونص حتى الخمسة و نص ربع مواد وحدخرين', 'ديجا ليتوديون يخرج ساتوري معمر سيبون يخرجما يقدرش يخمم ما يقدرش يقرا في الدار']","['فور خويا لطفي ديما ليزوم', 'اغنية روعة خويالطفي']","['الخبز مسوس', 'ما نضنش']","['كيما سكندر تاع المسلسل عنده واحد الدوسي خباهفي بلاصة حتى هو ما يشفاش وين حطو', 'باش حتىيعدبوه ما يقوللهمش على بلاصتو و نهار لي اسحقو قلبالدنيا ما لقاهش']",2,3
"['مشكلة ڤالت لك المرة لولا مونوم وحدو بينك بينروحك', 'امبعد بينوم و كي آنا وكي خالد حابينمونوم مونوم']","['أنا ما نغيضكش نصبح بالاحد خدامة و أنا مارتبتش أموري', 'زعمة كنا خارجين و عيط الراجللبابا على جال  الڤاراج']","['فكرتيني درك نعيط لطه', 'وش ﻧﭭﻮلولو على الساعة']","['يعطيك الصحة برافو', 'شكرا يعطيك صحة']",1,3
"['غدوة إن شاء الله', 'تصبحو على خير انشالله']","['روحي  رؤى راه كاين لتاي', 'قولي رؤى تعشيتوعند خالتك ولا لالا']","['يديرو زوز ولا تلاتة حوايج كلاسمهن كونكور وكومپيتونس', 'لا علينا نڤولو متلا جاتك فرصة باهتروحي لهيه']","['والله أ وسامة خويا انا ناجي أداكا من الدقيقة الاولىما نرتاحلوش', 'أك نتا كنت ديما ﺗﭭﻮل أو مليح و كلشبصح نا والله ما نرتاحلو']",1,2
"['روعة كي العادة لطفي', 'فور خويا لطفي ديما']","['صح وقتنا مش مليح ﭘﺮاﭘﻮر على المشاكل الليفيه', 'بصح بكري مكانتش الدنيا ساهلة كيماوقتنا أدا']","['ڤال لي وش ديرتيهم ولا لا ﭬتلو ما لبستهمش', 'ڤاللي وعلاه ما درتيش الكوراج باه تلبسيهم']","['أنا العشية ندير بيك ولا بلا بيك', 'خولة وراتلي حوريةوحد لافاصون باش تسربي القهوة']",1,4
"['تلاﭬﺘﻴﻪ بن سبع ولا مازال', 'وش فكرتي أونكادرور أمحمد']","['و المشكل يماه ما تقولوش أقعد ڤاع', 'و كيتتقلق ڤاع توقف تضربه قدام الناس']","['يخي طماعين', 'و تقدري']","['مراد راهو اون لين يا درا ولا راه يقرا', 'شكيتو كونكتيبرك شي واش راه يدير في بلاصة وحدأخرى']",2,3
"['هيا ندورو نـﭭصرو مليح و تحكي لي كلش', 'علابالك بلي الماء تاع البحر ينحي السحر']","['كيما يقول المثل', 'لازم نسهرو سليمة']","['مرتو حتى اداوها للطبيب', 'قالت لي ماما أونسانت']","['او ﭬﺎعد ﻳﭭﻠﻬﻢ حرام عليكم أني باباكم', 'باه ﺗڤولي ليما دارش فيهم أو دار']",3,1
"['كاينين تمارين يعطيهملك باش تتعلمي تكتبيالحروف', 'نورمال ماراهيش نوار و بلون صح']","['شكون منال', 'يماها نادية']","['خرخوبة كل مرة يسكت', 'كل زوز دقايق يطفا']","['لا مش أكاك أ فريال درك في سيدي عمار يتمهبلوا', 'أهاه ما طيشيش لكلام لي مشو مليح أ بنتي']",2,3
"['زاد رقد مرة أخرا نام مرتو تقولو انتبه لوليدك', 'ناض مخلوع مرة واحدخرا و سقسا مرتو علىالولد']","['أسكو نقرا و نخدم', 'ﭬﺘﻠﮭﺎ اكي ما تقدريش']","['قستها خويا شمسو مانسوطيش', 'شمسو فوور كملفاهاد المستو']","['ربي يحفضك خويا شمسو', 'قوة شمسو برافوو']",4,2
"['عيطتو لنرجس', 'واش نرجس']","['قال لها راكي عندك دار', 'ماشي تاعي  تاعالحكومة']","['كاش نهار كاش نهار نهربلك أ ﭘﺎﭘﺎ والله ما ﺗﻠﭭﺎﻧﻲ', 'تهرب نتا تهرب نتا تضرب لطناش تجي للبرمه تجري']","['انعم واش هي الحاجة الاورجونت', 'سلام سليمة واشراكي اليوم']",1,4
"['ويدة تهدر غير معاك انت', 'تقرا مع ويدة اختنورة']","['كل مرة هكدا', 'كل نهار هكدا']","['واو صوت روعة احساس في القمة', 'حسني غنـاهمـزال مــا ماتـش']","['درت مليح شمسو ربي يوفقك', 'ربي يحفظك خوياشمسوو']",2,4
"['ايه رانا تهنينا', 'راكم لاباس مالا']","['ڤلت لك المسيح الدجال أو لتم في الجزيرة', 'لتم آخويا في ترييونڤل دو برمود']","['كي كنت أنا و خاوتي مع بابا', 'و هادي الراحةالنفسية خلاتني نبدع فيها']","['بعدما راح جدي بربع ايام هكاك راح للاﭘﻮستيخلص', 'راح البرا شوية لتم على التسعة تاع الصباحمات']",2,3
"['أنا نڨول ربي يهدينا و يهديهم', 'الوقت لي وصلناله عاد كلش مظاهر']","['إيه صح بالصح يخرج مع لاڢاست تاعيأوسي', 'ما تخافيش ما نديهولكش راني نهدربرك']","['الحمدلله ڨاعدة نقرا في الفيشيي اللي بعتتيه', 'مليحهكا كي نهدرو عندنا مرجع']","['داكور', 'ايه']",3,2
"['أنا ﻧقولها عيشة أني مريضة و هي تقول روحيبرك', 'و انا ﻧقول واش بيها عيشة ماشي مالفةديرلي هكا']","['مهم راهي تما إيه', 'هكاك في وجهي أسما']","['و كاين واحد تما شفت عنده سنديلة بيضا كيماتاعك', 'شفت عنده حبات عجبوني ما نعرف نلقى عندههداك ولا لالا']","['وصل الوقت وين التيليفون يشعل وحدو', 'درك يڤولولووش تهدر هيا و سيبون']",1,2
"['و مبعديكا كي خرجت ﭬﻠﺖ نعدي عليها', 'تشوفيرحت عند الخياطة نعتتلي وحد ليمودال يهبلو']","['كاين ياسر لي فيلم في رمضان', 'لازم عليكتڨولي للطلبة يعاونوك هدا العام']","['يعود هو يحشم منك يحشم يدير حاجة ماشيمليحة', 'والله دوك راني ندير في الاستدعاءات عنديزوج تلاميد']","['ولي للي قبلها سينون نكتبها بيدي', 'ڢوالا و هدا امبعدنسڤمو أنا']",4,1
